#gene	-GlcN01	-GlcN02	-GlcN03	-GlcN04	-GlcN05	-GlcN06	+GlcN01	+GlcN02	+GlcN03	+GlcN04	+GlcN05	+GlcN06
ENSMUSG00000032268	1	0	0	0	6	0	0	0	0	0	2	0
ENSMUSG00000016942	7796	5968	7441	7267	6149	7869	6722	8859	6171	6716	3492	10881
ENSMUSG00000033177	7	0	6	1	2	2	1	1	3	3	5	2
ENSMUSG00000059406	5	1	1	0	5	3	0	6	5	0	0	6
ENSMUSG00000079523	7	4	4	2	11	1	3	0	6	2	3	7
ENSMUSG00000060726	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089768	1	0	3	0	2	1	1	1	2	1	2	0
ENSMUSG00000089996	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072955	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049775	14590	2495	4727	4286	19041	2652	5460	2529	3608	3790	29182	13675
ENSMUSG00000030306	153	31	65	72	245	34	43	43	48	47	623	146
ENSMUSG00000036019	277	218	386	300	198	284	135	331	219	439	268	289
ENSMUSG00000036676	247	124	131	157	158	158	134	185	194	150	238	235
ENSMUSG00000041594	161	111	129	211	124	101	106	142	204	58	81	175
ENSMUSG00000028958	135	88	106	93	136	97	119	122	112	83	133	153
ENSMUSG00000034757	661	387	600	417	549	481	411	522	471	358	562	751
ENSMUSG00000021072	1289	861	975	1095	1083	984	1117	1095	770	801	1599	1430
ENSMUSG00000050043	1207	750	973	630	967	938	979	1129	1157	676	813	1471
ENSMUSG00000024614	860	389	563	449	619	509	512	485	511	454	868	766
ENSMUSG00000034723	724	312	430	309	474	516	308	575	402	394	335	726
ENSMUSG00000028364	129	45	51	65	214	56	83	40	77	48	547	120
ENSMUSG00000024401	62	8	8	10	119	7	15	18	8	8	156	53
ENSMUSG00000017615	21	6	8	8	15	9	8	6	24	13	12	31
ENSMUSG00000021281	955	351	447	496	1596	372	796	331	408	370	1766	715
ENSMUSG00000019850	11	1	6	0	10	2	2	1	7	4	12	2
ENSMUSG00000053475	11	0	1	1	2	1	0	1	7	2	6	3
ENSMUSG00000094040	18	5	13	9	24	3	11	4	6	5	71	8
ENSMUSG00000044469	358	233	194	214	295	319	230	345	416	183	197	410
ENSMUSG00000013707	182	42	91	58	191	28	90	38	58	59	793	129
ENSMUSG00000074345	50	27	31	28	23	30	73	28	23	20	7	51
ENSMUSG00000022074	92	22	35	24	35	27	33	31	123	29	86	64
ENSMUSG00000026321	139	18	25	36	126	24	61	35	35	36	494	71
ENSMUSG00000063727	183	62	93	114	206	96	175	113	59	224	332	225
ENSMUSG00000023905	46	10	10	18	27	14	19	8	93	25	25	24
ENSMUSG00000010142	4	2	17	5	6	3	1	1	2	2	13	6
ENSMUSG00000068105	10	16	32	41	93	9	4	6	6	12	70	11
ENSMUSG00000042333	149	55	75	76	142	69	87	92	101	62	171	137
ENSMUSG00000022496	2	0	1	1	3	1	2	0	0	1	1	1
ENSMUSG00000041954	10	3	7	2	8	1	9	6	3	3	14	4
ENSMUSG00000060548	21	24	19	40	19	12	6	18	91	22	16	27
ENSMUSG00000030341	2519	1278	1979	1719	2282	1656	2458	1708	1619	1332	3016	2624
ENSMUSG00000028599	1693	715	1152	860	1395	973	828	1276	819	746	2184	1650
ENSMUSG00000023915	668	233	316	274	630	217	391	193	189	347	1618	450
ENSMUSG00000010751	17	10	4	10	11	3	46	12	14	8	24	9
ENSMUSG00000037613	47	15	24	25	45	11	39	18	79	19	82	29
ENSMUSG00000024793	6	4	3	3	6	2	7	6	11	7	10	16
ENSMUSG00000045362	60	22	40	26	65	26	30	17	23	40	164	41
ENSMUSG00000029075	22	5	9	5	8	1	1	9	3	6	12	10
ENSMUSG00000028602	5	2	3	4	2	0	2	0	1	1	2	0
ENSMUSG00000028965	3	0	0	0	3	0	1	0	2	0	4	1
ENSMUSG00000039304	514	262	363	301	432	322	325	512	299	259	257	614
ENSMUSG00000022015	2	0	3	1	4	0	0	0	0	1	2	2
ENSMUSG00000097328	201	76	154	134	159	129	183	124	145	123	126	193
ENSMUSG00000089669	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031497	56	9	23	16	61	18	13	11	17	17	48	50
ENSMUSG00000005824	13	5	15	13	18	2	13	8	4	10	52	15
ENSMUSG00000050395	26	14	10	7	45	1	2	6	6	1	58	31
ENSMUSG00000066755	14	0	1	0	13	0	0	0	0	0	8	1
ENSMUSG00000026700	3	0	5	0	6	0	0	0	1	2	2	0
ENSMUSG00000028362	18	5	13	4	9	2	7	3	3	4	29	4
ENSMUSG00000035678	10	1	3	4	34	0	9	5	4	4	37	11
ENSMUSG00000027692	3	2	0	2	2	0	4	3	0	0	2	2
ENSMUSG00000020400	8	4	9	5	15	2	6	6	3	1	10	4
ENSMUSG00000059866	308	103	167	116	223	154	179	116	156	134	302	226
ENSMUSG00000044162	31	2	5	2	78	2	1	0	2	1	80	9
ENSMUSG00000001583	5	2	1	2	1	1	5	3	3	2	1	2
ENSMUSG00000022791	34	10	20	18	29	14	11	22	19	12	20	30
ENSMUSG00000031529	864	408	485	373	590	496	403	516	533	413	701	761
ENSMUSG00000033955	1635	1432	1734	1740	1377	1423	1123	1766	1539	1213	860	2228
ENSMUSG00000024811	1975	1054	1383	1369	1689	1416	1091	1570	1578	1262	2254	2136
ENSMUSG00000031250	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026725	1	0	1	2	7	3	0	2	0	1	0	0
ENSMUSG00000091898	12	14	21	18	14	34	13	27	11	14	4	32
ENSMUSG00000017300	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000026418	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000031097	5	1	2	1	12	3	0	0	1	1	14	6
ENSMUSG00000035458	13	2	6	3	19	1	1	1	3	1	27	10
ENSMUSG00000040086	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064179	11	15	10	5	13	14	6	16	2	7	26	20
ENSMUSG00000026414	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061723	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026182	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043050	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009470	55	23	26	25	39	27	13	38	25	25	39	53
ENSMUSG00000031691	10	3	7	9	9	9	6	7	21	7	19	17
ENSMUSG00000012535	1316	744	1057	823	1047	1045	796	1288	1007	794	1148	1587
ENSMUSG00000015829	0	1	0	0	1	0	0	0	1	2	0	0
ENSMUSG00000039477	508	342	364	281	494	453	343	494	418	371	704	553
ENSMUSG00000052707	2286	1246	1565	1076	1458	1378	1115	1644	1346	1219	1601	2154
ENSMUSG00000047888	21	10	8	17	16	19	12	12	17	6	13	24
ENSMUSG00000025571	691	381	453	348	546	442	418	563	533	440	637	635
ENSMUSG00000055322	4303	2337	2715	2417	3311	2971	2523	3686	2223	2301	2278	4454
ENSMUSG00000020422	2572	1413	2100	1667	2279	1526	1376	1514	1288	1215	1837	2403
ENSMUSG00000017607	42	7	18	31	84	21	30	14	12	18	241	53
ENSMUSG00000033327	1496	505	839	605	1046	534	495	609	336	663	450	888
ENSMUSG00000037573	3142	2748	2572	2218	2173	2775	1820	2670	2730	1523	1106	3308
ENSMUSG00000078960	1843	1127	1294	970	1520	1525	963	2004	1750	1473	1326	3000
ENSMUSG00000028688	232	92	171	133	213	148	129	144	130	121	207	243
ENSMUSG00000025139	1972	1362	1613	1412	1591	1818	1382	1942	1711	1348	1254	2702
ENSMUSG00000042870	20	13	19	14	19	15	12	25	16	16	17	16
ENSMUSG00000020541	572	384	584	434	351	481	346	595	397	443	207	684
ENSMUSG00000000538	72	50	60	50	61	71	67	96	47	49	37	118
ENSMUSG00000093904	1671	1028	1284	1195	1433	1349	1056	1531	1239	1130	1419	1958
ENSMUSG00000021078	0	0	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000022427	1009	701	860	876	900	816	774	951	890	747	815	1173
ENSMUSG00000018322	325	205	254	202	317	219	237	239	278	170	431	343
ENSMUSG00000002984	9	13	19	6	12	15	10	12	6	9	12	9
ENSMUSG00000005674	1341	3215	2397	3155	1503	2551	995	2633	1352	2136	758	2903
ENSMUSG00000078713	40	30	31	25	35	31	34	42	29	20	24	46
ENSMUSG00000033475	159	106	132	85	125	118	113	150	129	97	109	156
ENSMUSG00000028998	787	666	831	791	689	660	599	680	634	562	592	988
ENSMUSG00000022752	2821	1975	2359	2829	2009	2636	2310	2759	2274	2038	1701	3554
ENSMUSG00000078630	21	18	19	15	18	13	11	14	14	15	129	24
ENSMUSG00000059323	119	26	37	31	94	29	30	27	61	35	66	56
ENSMUSG00000070544	1592	1379	1243	1267	1610	1559	1258	1936	1837	1287	2090	2033
ENSMUSG00000000934	433	298	384	370	261	310	395	396	367	250	242	493
ENSMUSG00000020914	570	31	87	64	659	31	212	45	331	45	422	234
ENSMUSG00000017485	1585	882	1295	1093	1286	1282	1119	1314	1295	1182	1562	1824
ENSMUSG00000002814	259	105	171	123	206	147	139	184	155	117	184	276
ENSMUSG00000022779	533	282	371	314	398	341	375	366	388	320	515	556
ENSMUSG00000032555	875	212	277	227	623	295	278	284	435	279	672	565
ENSMUSG00000036822	812	528	634	586	585	690	496	640	509	678	564	961
ENSMUSG00000026849	1299	831	1058	844	961	969	770	996	1072	624	804	1329
ENSMUSG00000026466	6	0	4	2	2	3	2	3	1	2	7	2
ENSMUSG00000050565	2805	1453	2029	1750	1818	1987	1903	2408	2133	1787	1420	3085
ENSMUSG00000026848	1417	828	936	762	1042	1061	673	1128	1387	747	1017	1479
ENSMUSG00000009563	60	35	40	34	38	36	43	45	42	35	40	53
ENSMUSG00000060519	402	97	154	142	445	104	170	101	186	109	1034	270
ENSMUSG00000041272	213	271	246	294	189	105	163	136	197	179	100	251
ENSMUSG00000074607	19	7	16	11	13	6	10	8	19	10	7	13
ENSMUSG00000043668	2	1	5	3	2	4	0	5	21	1	6	2
ENSMUSG00000016831	976	575	700	548	830	665	617	766	692	590	1122	993
ENSMUSG00000035274	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033834	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062705	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032741	1422	1229	1271	1168	961	1071	1392	1474	1160	772	784	1962
ENSMUSG00000048677	223	50	123	73	188	111	114	73	84	75	524	171
ENSMUSG00000027506	0	0	0	0	1	2	0	0	0	0	0	0
ENSMUSG00000000296	194	158	262	189	145	201	121	210	96	142	68	274
ENSMUSG00000000827	744	531	639	553	612	552	503	619	672	474	666	854
ENSMUSG00000040046	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006764	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023456	8830	5324	6994	5249	6848	6954	7455	7612	6325	5003	7061	9604
ENSMUSG00000029735	525	272	503	311	384	391	303	487	438	257	349	606
ENSMUSG00000032366	12	0	8	2	12	1	6	0	3	3	26	3
ENSMUSG00000028464	65	81	31	150	86	29	27	53	78	35	87	146
ENSMUSG00000027940	6	5	5	7	4	1	4	10	3	0	5	5
ENSMUSG00000031799	1280	464	729	594	1117	536	706	589	1026	608	1482	1053
ENSMUSG00000021376	1175	302	648	262	964	883	608	1105	849	481	719	1468
ENSMUSG00000020673	1	0	2	0	1	0	0	0	0	0	0	2
ENSMUSG00000030894	2631	1412	1839	1787	2142	1989	1795	2053	1813	1875	3409	2787
ENSMUSG00000041763	1332	732	794	699	971	966	747	973	963	796	1391	1370
ENSMUSG00000021573	390	421	368	429	334	512	432	581	361	322	255	823
ENSMUSG00000008813	0	0	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000014846	13	5	6	12	28	5	7	4	10	3	7	10
ENSMUSG00000006005	3290	1467	2027	1504	2516	1775	1538	2009	3037	1720	3757	2802
ENSMUSG00000002871	620	268	439	283	639	317	344	339	352	254	483	521
ENSMUSG00000048399	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029030	889	525	693	586	727	590	626	771	622	552	901	1006
ENSMUSG00000054226	116	106	91	88	87	128	55	123	99	98	46	158
ENSMUSG00000048707	91	38	44	51	77	43	63	58	99	41	92	85
ENSMUSG00000024173	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000033825	1	1	2	0	1	1	329	0	2	3	0	0
ENSMUSG00000033200	0	0	0	0	0	0	11	0	0	0	0	0
ENSMUSG00000034118	26	10	13	12	13	22	14	26	9	15	18	33
ENSMUSG00000029344	706	258	479	301	565	455	529	484	280	379	744	655
ENSMUSG00000060126	24249	13882	18550	17631	18838	18756	15811	20772	16349	17309	20127	26356
ENSMUSG00000031481	6	4	6	4	6	3	1	12	4	1	5	4
ENSMUSG00000027469	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029817	469	265	308	267	491	209	359	354	451	291	781	506
ENSMUSG00000022858	1003	546	738	515	867	575	836	879	829	547	1349	1057
ENSMUSG00000015363	1539	976	1004	1297	1049	1390	891	1375	1263	926	807	1665
ENSMUSG00000031887	307	201	232	221	282	254	243	269	191	179	284	388
ENSMUSG00000026875	106	12	50	15	84	19	15	21	16	23	84	45
ENSMUSG00000026942	310	179	199	191	331	197	238	229	352	211	365	383
ENSMUSG00000021277	6	0	4	4	2	5	2	3	6	1	6	3
ENSMUSG00000034292	227	159	131	135	177	172	190	214	210	115	196	306
ENSMUSG00000019842	101	73	73	49	107	53	90	67	67	58	85	108
ENSMUSG00000037318	83	23	51	32	108	14	34	17	24	28	144	58
ENSMUSG00000017386	856	529	509	873	590	797	551	676	968	726	313	979
ENSMUSG00000026637	64	46	41	46	72	37	35	44	36	16	48	70
ENSMUSG00000027164	602	336	404	426	500	522	399	516	465	395	420	700
ENSMUSG00000052752	11	6	4	9	11	4	11	5	6	6	17	7
ENSMUSG00000042726	62	16	32	18	44	27	28	21	24	34	62	59
ENSMUSG00000032586	23	1	7	1	21	4	6	3	29	2	21	6
ENSMUSG00000032536	1673	1109	1453	1256	1191	1390	1063	1509	1170	997	970	1945
ENSMUSG00000026028	1010	503	639	606	857	784	695	859	1047	568	897	1080
ENSMUSG00000025935	3466	1489	2010	1832	2178	2513	2192	3113	2151	1758	2343	3660
ENSMUSG00000044528	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041779	1	0	0	0	1	0	0	1	0	0	0	2
ENSMUSG00000062296	4	1	3	1	1	3	1	4	2	1	1	1
ENSMUSG00000005981	3909	2956	3551	3126	2769	3132	2028	3833	3377	2645	1829	4774
ENSMUSG00000051257	0	0	0	0	0	2	0	2	0	0	8	1
ENSMUSG00000049299	533	337	470	295	459	420	421	467	427	283	473	619
ENSMUSG00000000374	852	443	481	482	667	576	455	677	783	508	849	866
ENSMUSG00000079317	92	88	72	58	74	54	58	65	59	32	101	109
ENSMUSG00000015013	293	188	252	221	256	233	204	178	194	174	222	315
ENSMUSG00000028847	758	420	504	487	581	554	463	530	502	442	544	757
ENSMUSG00000032112	466	335	439	300	436	350	359	423	487	255	384	609
ENSMUSG00000040236	484	325	398	327	449	377	342	412	358	342	363	564
ENSMUSG00000002043	269	157	241	177	246	165	161	219	192	137	303	308
ENSMUSG00000020993	675	397	536	471	569	477	386	594	506	439	571	749
ENSMUSG00000033382	733	457	555	505	590	528	490	614	670	533	698	857
ENSMUSG00000047921	82	48	87	63	64	69	28	73	70	59	100	102
ENSMUSG00000030775	4	0	0	2	1	1	1	1	0	0	10	2
ENSMUSG00000070298	1	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000026723	121	77	120	56	74	35	73	84	47	25	107	87
ENSMUSG00000019787	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032098	52	5	17	18	30	11	20	25	83	8	90	16
ENSMUSG00000042265	4	2	9	4	9	2	16	3	4	4	25	6
ENSMUSG00000023992	584	43	105	96	619	42	52	58	72	67	1241	283
ENSMUSG00000041754	13	3	2	3	36	3	16	0	4	3	21	9
ENSMUSG00000023993	10	0	2	2	13	1	1	0	1	1	23	4
ENSMUSG00000071068	84	5	15	21	82	10	47	10	15	8	251	49
ENSMUSG00000051682	8	2	1	2	7	3	0	1	3	2	11	6
ENSMUSG00000064043	2	1	1	0	0	1	0	0	0	0	1	3
ENSMUSG00000049734	31	8	21	17	21	18	14	18	16	14	53	28
ENSMUSG00000031372	0	0	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000032554	408080	316233	496714	400233	323681	342956	723703	304289	243201	322007	360550	457734
ENSMUSG00000005892	1	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000050663	14	16	12	1	20	52	0	103	14	19	1	111
ENSMUSG00000038760	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039079	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029535	369	282	306	256	363	262	238	344	401	219	388	515
ENSMUSG00000032501	1103	807	909	804	912	1030	895	1150	684	720	955	1339
ENSMUSG00000020601	117	55	76	84	117	52	70	80	374	96	136	113
ENSMUSG00000032715	169	50	178	56	103	100	20	83	543	109	94	142
ENSMUSG00000043496	48	12	26	17	20	6	9	17	25	15	16	14
ENSMUSG00000073400	4	1	0	3	2	0	10	0	1	1	27	2
ENSMUSG00000020455	559	309	440	285	415	459	354	492	319	246	371	630
ENSMUSG00000066258	242	115	155	101	191	98	181	137	97	85	208	189
ENSMUSG00000057143	25	20	17	27	39	25	29	20	16	21	43	50
ENSMUSG00000035235	3	0	0	3	7	0	1	1	0	0	3	1
ENSMUSG00000039853	348	163	274	176	257	171	332	215	190	106	352	342
ENSMUSG00000050747	0	0	0	0	0	0	1	0	0	2	0	1
ENSMUSG00000047821	30	9	5	10	22	8	12	2	99	4	19	15
ENSMUSG00000036964	4	3	1	2	1	0	3	2	0	0	4	4
ENSMUSG00000027993	458	109	227	104	294	238	394	298	613	197	295	443
ENSMUSG00000030966	21	7	12	9	18	8	14	9	8	10	22	13
ENSMUSG00000021712	325	180	210	172	229	183	162	241	196	162	220	290
ENSMUSG00000029833	901	1060	1460	1208	839	681	1078	742	1224	1018	521	1045
ENSMUSG00000000275	3220	2242	2518	2379	2761	2379	2652	3493	3678	2811	2661	3994
ENSMUSG00000024457	1252	523	794	600	961	769	703	867	758	585	1560	1159
ENSMUSG00000021326	456	275	338	311	358	348	302	407	366	328	407	468
ENSMUSG00000005566	1619	1152	1556	1430	1335	1376	1047	1445	1372	1367	1414	2029
ENSMUSG00000032013	13	1	0	0	9	0	0	1	3	0	0	27
ENSMUSG00000036989	318	132	213	196	278	247	193	219	214	204	336	369
ENSMUSG00000030921	664	193	266	255	599	198	422	218	254	247	1405	446
ENSMUSG00000091576	15	4	13	13	26	7	28	5	2	16	62	25
ENSMUSG00000057596	51	19	30	24	50	26	35	30	34	28	71	56
ENSMUSG00000073929	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058063	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051675	6	3	2	7	7	3	4	1	3	1	1	5
ENSMUSG00000033014	13	3	7	9	11	8	6	14	9	16	6	13
ENSMUSG00000056144	155	71	91	73	110	59	106	78	74	68	171	145
ENSMUSG00000090215	1	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000022043	361	121	200	162	296	148	144	156	136	152	654	254
ENSMUSG00000033949	5	1	1	0	4	1	1	0	2	0	4	2
ENSMUSG00000018548	479	249	318	248	381	270	245	361	340	215	370	451
ENSMUSG00000064140	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045409	3	4	1	3	9	4	3	2	2	2	2	2
ENSMUSG00000073399	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000040365	915	623	722	619	798	769	543	845	653	563	1125	1243
ENSMUSG00000032451	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000090693	3	0	2	0	1	2	1	1	0	1	2	1
ENSMUSG00000079162	1	1	3	4	2	3	0	1	2	2	2	4
ENSMUSG00000067399	4	0	1	2	1	1	0	3	1	2	3	1
ENSMUSG00000027189	2255	1132	1524	1280	1627	1267	1281	1615	1718	1210	1735	2094
ENSMUSG00000033233	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042766	1	1	2	0	2	0	1	1	2	1	1	2
ENSMUSG00000020773	8	2	7	3	13	3	3	2	6	7	11	2
ENSMUSG00000053388	1	0	1	0	0	1	3	0	4	0	0	0
ENSMUSG00000022113	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062077	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000060913	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043279	350	228	277	268	345	273	261	323	265	229	345	458
ENSMUSG00000037124	2	0	0	0	1	1	3	0	0	1	2	0
ENSMUSG00000034317	47	9	25	8	52	13	26	10	62	23	77	23
ENSMUSG00000072244	12	11	11	16	11	11	13	4	7	6	7	5
ENSMUSG00000053490	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079042	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041000	47	22	33	41	56	33	42	24	21	23	66	44
ENSMUSG00000028834	0	0	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000054517	161	111	121	79	122	97	106	151	134	103	153	188
ENSMUSG00000031026	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000036913	0	0	0	0	1	1	0	0	0	0	2	0
ENSMUSG00000073968	70	24	83	42	72	27	58	39	16	26	105	45
ENSMUSG00000033368	4	1	5	1	1	1	2	4	1	1	2	3
ENSMUSG00000040350	135	77	84	81	159	109	92	145	120	27	74	181
ENSMUSG00000079259	1	3	0	1	1	0	1	2	1	0	1	0
ENSMUSG00000042828	13	2	1	3	6	2	1	15	2	3	2	9
ENSMUSG00000071089	0	0	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000025034	726	406	467	547	676	608	496	722	656	541	912	970
ENSMUSG00000021071	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031651	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091490	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022263	854	386	504	432	669	500	443	446	800	427	697	843
ENSMUSG00000033088	28	15	17	25	33	26	17	18	26	14	13	27
ENSMUSG00000019487	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021188	707	452	443	461	526	522	404	615	669	405	637	740
ENSMUSG00000026219	4437	2466	3148	2422	3303	3046	2965	3487	3385	2579	4133	4553
ENSMUSG00000021569	44	13	9	17	49	6	17	14	39	10	38	23
ENSMUSG00000032386	52	14	35	25	40	55	38	67	53	45	45	96
ENSMUSG00000023348	416	168	250	186	337	317	245	248	353	267	326	374
ENSMUSG00000028653	301	167	254	213	203	239	146	255	168	198	204	298
ENSMUSG00000001909	24	15	12	15	26	17	9	22	16	15	14	30
ENSMUSG00000019792	182	103	149	116	124	110	94	134	138	102	101	170
ENSMUSG00000038812	112	75	84	79	99	101	75	81	106	97	90	134
ENSMUSG00000037085	107	53	89	46	93	73	102	92	82	54	138	135
ENSMUSG00000022721	3	1	0	2	1	2	2	2	0	1	2	1
ENSMUSG00000067369	14	13	11	10	18	15	11	18	9	9	10	22
ENSMUSG00000034442	151	93	120	93	98	115	117	134	103	78	113	177
ENSMUSG00000037376	407	174	229	153	310	221	242	285	301	145	350	384
ENSMUSG00000060950	9	9	6	4	15	19	6	18	17	10	20	9
ENSMUSG00000085492	2	0	1	0	1	1	4	2	1	4	3	1
ENSMUSG00000022386	201	102	125	86	149	137	85	166	136	97	117	205
ENSMUSG00000028898	435	229	369	227	321	297	273	334	256	237	298	438
ENSMUSG00000056596	2	1	2	0	1	2	2	2	0	0	1	1
ENSMUSG00000013736	26	13	17	18	9	17	8	17	13	14	18	29
ENSMUSG00000025272	10	6	3	4	15	9	6	10	11	5	4	10
ENSMUSG00000032783	2	1	0	0	4	0	0	0	2	1	2	0
ENSMUSG00000018199	215	116	160	133	217	122	130	139	126	108	277	182
ENSMUSG00000059552	15	5	11	18	14	12	13	11	19	9	24	12
ENSMUSG00000043909	515	288	385	314	465	323	379	399	478	250	605	546
ENSMUSG00000026510	593	382	501	350	463	476	374	465	397	365	367	639
ENSMUSG00000068735	444	171	250	235	401	158	191	156	194	193	868	283
ENSMUSG00000044328	63	43	63	28	58	36	46	36	48	25	46	54
ENSMUSG00000028211	33	22	12	21	24	12	14	16	28	16	12	33
ENSMUSG00000038375	3346	1469	1687	2301	2835	3230	2932	3114	2508	2197	2152	4619
ENSMUSG00000042854	8	5	6	6	7	10	11	14	7	4	14	13
ENSMUSG00000022510	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029026	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032769	0	0	0	0	0	0	2	1	4	0	0	0
ENSMUSG00000032839	21	10	13	13	14	14	10	6	8	9	16	11
ENSMUSG00000070425	80	39	42	40	62	31	35	55	47	27	59	60
ENSMUSG00000027716	33	9	10	13	18	8	8	14	14	14	33	12
ENSMUSG00000027748	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000038324	36	40	30	38	28	29	31	33	37	23	40	68
ENSMUSG00000041710	1	0	0	0	0	0	1	0	0	2	0	0
ENSMUSG00000031997	3	0	0	1	1	0	2	1	4	1	8	0
ENSMUSG00000021541	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024815	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030523	8	0	0	0	9	1	0	0	0	0	56	13
ENSMUSG00000009292	749	187	224	259	744	208	451	155	177	233	3462	494
ENSMUSG00000052387	3	2	1	2	1	1	1	0	1	0	11	2
ENSMUSG00000038260	68	27	45	31	55	27	35	27	60	27	81	43
ENSMUSG00000009246	0	0	2	0	1	1	0	7	0	0	0	1
ENSMUSG00000024727	4	6	8	3	8	10	6	9	17	4	7	13
ENSMUSG00000027365	22	9	14	18	13	13	5	18	8	10	20	16
ENSMUSG00000036251	5	2	3	5	3	2	2	17	5	2	1	25
ENSMUSG00000038679	148	35	42	44	186	33	62	32	36	30	266	98
ENSMUSG00000047656	39	10	33	9	52	19	27	17	18	19	109	40
ENSMUSG00000005952	0	11	2	1	0	1	0	2	1	0	0	2
ENSMUSG00000018507	274	32	64	62	331	46	122	52	64	46	469	187
ENSMUSG00000043029	0	0	2	1	2	1	0	1	0	2	2	1
ENSMUSG00000014158	128	16	22	16	140	20	22	20	19	19	318	61
ENSMUSG00000036899	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029868	1	0	0	0	0	0	0	1	0	1	0	0
ENSMUSG00000045482	1660	801	975	826	1293	1022	853	1158	1201	926	2179	1659
ENSMUSG00000025086	193	136	133	107	143	149	84	178	95	104	120	183
ENSMUSG00000039826	11	6	7	4	10	6	3	9	14	6	2	17
ENSMUSG00000071521	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054106	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036938	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026812	1056	495	869	650	702	570	651	692	686	717	591	1126
ENSMUSG00000002496	13	10	18	16	15	16	5	20	14	7	19	29
ENSMUSG00000022010	246	97	57	57	217	103	81	258	384	88	327	299
ENSMUSG00000027806	589	271	380	466	440	518	389	571	587	593	411	819
ENSMUSG00000031431	389	358	295	231	349	365	225	582	322	310	433	620
ENSMUSG00000029723	167	67	148	86	171	76	105	71	78	78	278	123
ENSMUSG00000014980	120	96	107	74	104	95	98	136	90	68	94	123
ENSMUSG00000042389	132	72	103	88	109	84	104	106	113	48	100	138
ENSMUSG00000035585	19	4	13	3	15	15	9	13	15	9	13	13
